ＣＤプレーヤー	シーディープレーヤー	CD player	
社会性	しゃかいせい	sociality	
社会復帰	しゃかいふっき	rehabilitation (in society)	
社会保険	しゃかいほけん	social insurance	
社会保険庁	しゃかいほけんちょう	Social Insurance Agency	
社会保障	しゃかいほしょう	social security	
社会問題	しゃかいもんだい	social problem	
社告	しゃこく	(company) announcement	
社葬	しゃそう	company funeral	
車中	しゃちゅう	in a train (car, bus, etc.), on a train	
若返り	わかがえり	rejuvenation, restoration of youth	
主税局	しゅぜいきょく	(Japanese) Tax Bureau	
取り下げ	とりさげ	withdrawal, discontinuance, abandoning, dropping	
取り壊し	とりこわし	demolition, pulling down, destruction, dismantling	
取り口	とりくち	technique, techniques	
取水	しゅすい	drawing water from river or lake, water intake	
取締法	とりしまりほう	control law	
守勢	しゅせい	(being on the) defensive	
手中	しゅちゅう	in one's hands, in one's control	
手放し	てばなし	not holding on, not using the hands, letting go one's hold	
酒税	しゅぜい	liquor tax, tax on alcohol	
首脳部	しゅのうぶ	executives, top management, governing body	
受け	うけ	popularity, favour, favor, reception	
受給	じゅきゅう	receiving payments (pension, ration)	
受診	じゅしん	having a medical examination, seeing a doctor	
授賞式	じゅしょうしき	award ceremony	
州政府	しゅうせいふ	state government	
修士課程	しゅうしかてい	master's course	
秀作	しゅうさく	excellent (piece of) work	
秋季	しゅうき	fall season, autumn season	
終了後	しゅうりょうご	after the end (of something), post-	
週内	しゅうない	by the end of this week, within the week	
週明け	しゅうあけ	beginning of next week (usu. Monday), early next week	
集散	しゅうさん	collection (gathering) and distribution	
集大成	しゅうたいせい	(large) compilation	
集中豪雨	しゅうちゅうごうう	local downpour, severe rain fall	
集票	しゅうひょう	gathering votes, garnering votes, pulling in votes	
重き	おもき	importance, emphasis, stress	
重加算税	じゅうかさんぜい	heavy additional tax(ation)	
重層	じゅうそう	multistoried, multilayered	
重度	じゅうど	severe (illness, disability, etc.), serious	
出走	しゅっそう	entry in a race	
取りまとめる	とりまとめる	to collect, to gather, to compile, to assemble	
手引書	てびきしょ	handbook, manual, guide, primer	
酒店	さかだな	liquor store, off-licence, bottle shop	
アルツハイマー	アルツハイマー	Alzheimer (disease)	
ダンピング	ダンピング	dumping	
ノンバンク	ノンバンク	nonbank banking	
利比亜	リビア	Libya	
古紙	こし	used paper, paper for recycling	
お昼	おひる	lunch	
将兵	しょうへい	officers and men	
消化器	しょうかき	digestive organ	
職種	しょくしゅ	type of occupation, occupational category	
省力	しょうりょく	labor saving, reduction of labor	
小冊子	しょうさっし	booklet, pamphlet	
所蔵	しょぞう	(in one's) possession	
粗鋼	そこう	crude steel	
大病	たいびょう	serious illness, dangerous disease	
大綱	たいこう	fundamental principles, main lines	
太子	たいし	crown prince	
太陽系	たいようけい	solar system	
炭田	たんでん	coalfield, coal field	
底辺	ていへん	base (of a polygon)	
底流	ていりゅう	undercurrent	
当地	とうち	this place, here	
初陣	ういじん	one's first campaign, one's first battle	
生みの親	うみのおや	biological parent	
売上高	うりあげだか	sales, amount sold, proceeds	
洋上	ようじょう	on the sea, on the ocean, offshore	
要衝	ようしょう	important point, strategic position, key point	
有力者	ゆうりょくしゃ	influential person, man of importance	
郵政	ゆうせい	postal system	
増益	ぞうえき	increased (profit)	
待合	まちあい	rendezvous, meeting, assignation	
環境保護	かんきょうほご	environmental protection	
和議	わぎ	peace conference, peace negotiations	
帰休	ききゅう	leave, furlough	
血液検査	けつえきけんさ	blood test, hemanalysis	
無投票	むとうひょう	without a vote	
無形文化財	むけいぶんかざい	intangible cultural asset	
無利子	むりし	(earning or paying) no interest	
無免許	むめんきょ	unlicensed, without a license (licence)	
無所属	むしょぞく	independent (esp. in politics), non-partisan	
無重量	むじゅうりょう	weightlessness, zero gravity	
無記名	むきめい	unsigned, unregistered	
無得点	むとくてん	scoreless (game or competition)	
無期	むき	indefinite, unlimited	
無量	むりょう	immeasurable, infinite, inestimable	
無策	むさく	lack of policy, having no measures, lacking means	
無資格	むしかく	unqualified, unlicensed, uncertified	
馬券	ばけん	betting ticket, betting slip	
馬場	ばば	riding ground, racecourse, racetrack	
明文化	めいぶんか	stipulation, stating clearly, documenting in writing, stating explicitly	
明け暮れ	あけくれ	morning and evening, daily routine	
空き家	あきや	vacant house, unoccupied house	
空域	くういき	airspace	
公序良俗	こうじょりょうぞく	public order and morals, social standards, public policy	
後の祭り	あとのまつり	a day after the fair, (at a) stage when it's too late	
発言権	はつげんけん	right to speak	
発案	はつあん	suggestion, proposition, proposal, idea	
発給	はっきゅう	issuance (e.g. of a passport), issuing	
八重	やえ	multilayered, doubled	
金星	きんぼし	dazzling victory	
通信社	つうしんしゃ	news agency	
同率	どうりつ	the same ratio or percentage	
筒井	つつい	round well	
読みにくい	よみにくい	hard to read, illegible	
噴煙	ふんえん	(eruption of) smoke	
配り物	くばりもの	present, gift	
配球	はいきゅう	combination of (varied) pitches, serves, etc.	
補正予算	ほせいよさん	revised budget, supplementary budget	
歩み寄り	あゆみより	compromise, concession	
独立国	どくりつこく	independent state, independent nation	
株式市場	かぶしきしじょう	stock market	
闘病	とうびょう	fighting against an illness	
投票所	とうひょうしょ	polling place, polling station	
投票箱	とうひょうばこ	ballot box	
投資信託	とうししんたく	investment trust, mutual fund	
投融資	とうゆうし	investment and lending	
５０	ごじゅう	fifty, 50	
逆手	ぎゃくて	underhand grip (e.g. in gymnastics, etc.)	
お負け	おまけ	something thrown in (with a purchase), something extra, free gift, freebie, giveaway, premium, prize	
油彩	ゆさい	oil painting	
狩場	かりば	hunting ground, hunting preserve	
受益	じゅえき	benefitting by, benefiting by	
冬場	ふゆば	wintertime, winter season	
手取り	てとり	talented wrestler	
存廃	そんぱい	maintenance or abolition (of a system, institution, etc.), existence	
都市計画	としけいかく	city planning, urban planning, town planning	
都政	とせい	metropolitan government (of Tokyo)	
都営	とえい	(under) metropolitan government management	
書記局	しょききょく	secretariat	
書記官	しょきかん	secretary	
土俵際	どひょうぎわ	edge of the ring	
社会的	しゃかいてき	social, societal, societary	
碑	いしぶみ	stone monument bearing an inscription (esp. memorial for future generations), stele, stela	
石材	せきざい	(building) stone	
石器	せっき	stone implement (e.g. stone age arrowheads), stone tool	
党務	とうむ	party business	
専守防衛	せんしゅぼうえい	nonaggressive defense (policy) (defence)	
専門医	せんもんい	(medical) specialist	
専門学校	せんもんがっこう	vocational school, technical school	
専従	せんじゅう	working exclusively for, working full-time (for)	
団塊	だんかい	mass, lump, clod, clump	
転移	てんい	moving (location, with the times, etc.), change, transition	
転々	てんてん	moving from place to place, being passed around repeatedly	
転戦	てんせん	moving from one battlefield to another, fighting on successive fronts, fighting in various battles	
端末機	たんまつき	terminal (unit)	
断熱	だんねつ	insulation	
身動き	みうごき	movement (of one's body), moving about, stirring	
勝因	しょういん	cause of victory, reason for (one's) success	
勝ち負け	かちまけ	victory or defeat, victory and defeat	
勝ち星	かちぼし	(mark indicating) a win	
勝率	しょうりつ	winning percentage	
症例	しょうれい	case	
取り立て	とりたて	collection (of a debt, rent, taxes, etc.), dunning, exaction	
取り計らい	とりはからい	arrangement	
取り決める	とりきめる	to agree, to decide upon, to enter into (a contract)	
総当たり	そうあたり	round robin	
総動員	そうどういん	general mobilization, full mobilization	
数十	すうじゅう	dozens, scores of, decades	
数万	すうまん	tens of thousands	
数次	すうじ	several times	
走塁	そうるい	base running	
送球	そうきゅう	throw	
方法論	ほうほうろん	methodology	
防弾	ぼうだん	bulletproof, bombproof	
防衛庁	ぼうえいちょう	Japan Defense Agency (became Ministry of Defense in January 2007)	
防衛施設庁	ぼうえいしせつちょう	(Japanese) Defense Facilities Administration Agency (Defence)	
防護	ぼうご	protection	
訪欧	ほうおう	visit to Europe, visiting Europe	
訪問者	ほうもんしゃ	visitor	
病理	びょうり	pathology	
１８０度	ひゃくはちじゅうど	180 degrees	
野中	のなか	in the middle of a field	
野手	やしゅ	fielder	
野末	のずえ	corners of a field	
野合	やごう	illicit union, collusion	
預かり証	あずかりしょう	claim check, baggage check, luggage check, deposit receipt	
推理小説	すいりしょうせつ	mystery novel, detective novel, whodunit	
春場所	はるばしょ	Spring Tournament (held in Osaka in March)	
対症療法	たいしょうりょうほう	symptomatic therapy	
対照的	たいしょうてき	contrastive	
対論	たいろん	arguing face to face	
建築士	けんちくし	authorized architect and builder, licensed architect, registered architect	
建築物	けんちくぶつ	building, structure	
見たところ	みたところ	judging from appearances, to all appearances, from the looks of it, on the face of it, apparently, seemingly	
現代的	げんだいてき	modernistic	
研究家	けんきゅうか	researcher, student (of)	
遣り甲斐	やりがい	value in doing something, feeling that something is worth doing, rewarding feeling, sense of satisfaction	
築地	ついじ	mud wall with a roof, roofed mud wall	
居住者	きょじゅうしゃ	resident, inhabitant	
仮題	かだい	tentative title	
拡大均衡	かくだいきんこう	an expanded or expanding equilibrium	
新生児	しんせいじ	newborn baby	
新田	しんでん	new rice field, newly developed rice field	
新法	しんぽう	new law	
新派	しんぱ	new school (of thought, etc.)	
新品	しんぴん	brand-new article, new item	
新政	しんせい	new government, new administration	
新書	しんしょ	new book	
新進	しんしん	rising, up-and-coming	
新劇	しんげき	shingeki, new drama (movement), form of Japanese theater developed towards the end of the Meiji period inspired by modern Western theater	
新薬	しんやく	new medicine, new drug	
親交	しんこう	intimacy, friendship, friendly relations	
親書	しんしょ	official letter (from the Emperor, Prime Minister, etc.), personal message	
最終的	さいしゅうてき	final, eventual, ultimate	
切り下げ	きりさげ	devaluation (e.g. of currency), markdown, write-down, undercutting	
切り捨て	きりすて	cutting a person down (without a second thought), sacrificing, throwing to the wolves, treating as sword fodder	
絶対的	ぜったいてき	absolute	
絶賛	ぜっさん	high praise, great admiration, acclaim	
節目	ふしめ	turning point, critical juncture	
物別れ	ものわかれ	failure to reach agreement	
物価指数	ぶっかしすう	price index	
物質的	ぶっしつてき	material, physical	
文化人	ぶんかじん	person of culture, cultured person	
文化庁	ぶんかちょう	Agency for Cultural Affairs	
文化勲章	ぶんかくんしょう	Order of Culture (Japan), Order of Cultural Merit (South Korea)	
文様	もんよう	pattern, design	
米倉	こめぐら	rice granary	
微動	びどう	slight movement, slight tremor, quiver	
火口	ひぐち	burner, nozzle, origin of a fire	
門下	もんか	one's pupil, one's student, one's follower	
門前	もんぜん	before the gate, in front of the gate	
門前払い	もんぜんばらい	turning someone away (at the front door), refusing a visitor, shutting the door in someone's face, refusal of admission	
美意識	びいしき	sense of beauty, aesthetic sense	
一二	いちに	the first and second, a few	
一人っ子	ひとりっこ	(an) only child	
一途	いちず	single-minded, intent, determined, wholehearted, earnest, devoted (to)	
豊胸	ほうきょう	full breasts, ample breasts	
縫製	ほうせい	sewing (by machine)	
封じ手	ふうじて	sealed move, next move written down and kept sealed in an envelope until the game is resumed the following day	
二期	にき	two periods, two terms	
日本一	にほんいち	Japan's best, number one in Japan	
日本料理	にほんりょうり	Japanese cooking, Japanese cuisine	
日の目	ひのめ	sunlight	
日焼け止め	ひやけどめ	sunscreen, sunblock, sun cream, suntan lotion	
人間国宝	にんげんこくほう	living national treasure	
人間像	にんげんぞう	image of (an ideal) person	
人権擁護	じんけんようご	protection of human rights	
年中無休	ねんじゅうむきゅう	open every day of the year, open year-round, operating 365 days a year	
年率	ねんりつ	annual rate (of interest)	
必須条件	ひっすじょうけん	essential condition	
密約	みつやく	secret agreement	
編著	へんちょ	compilation	
番手	ばんて	(yarn) count	
板門店	パンムンジョム	Panmunjom (Korea), Panmunjeom, Joint Security Area (Korean Demilitarized Zone)	
治療法	ちりょうほう	method of treatment, cure, remedy	
試験的	しけんてき	experimental, provisional	
題字	だいじ	title lettering	
適齢	てきれい	suitable age	
敵失	てきしつ	error made by the enemy or opposing team	
敵国	てきこく	enemy nation	
正念場	しょうねんば	critical moment, do-or-die situation, critical juncture	
政庁	せいちょう	government office	
政争	せいそう	political strife	
政治犯	せいじはん	political offense, political offence, political crime	
政党政治	せいとうせいじ	party politics	
政教	せいきょう	religion and politics, church and state	
政務	せいむ	government affairs	
政務次官	せいむじかん	deputy minister, assistant minister	
役回り	やくまわり	role, part, job, assignment	
循環器	じゅんかんき	circulatory organ	
沿海州	えんかいしゅう	Primorskaya Oblast (Russia)	
船出	ふなで	setting sail, putting out to sea	
船体	せんたい	hull	
船籍	せんせき	ship's nationality, ship's country of registration	
水口	みずぐち	spout	
水利	すいり	utilization of water, water supply, irrigation	
水系	すいけい	water system, river system, drainage system	
水産庁	すいさんちょう	(Japanese) Fisheries Agency	
水量	すいりょう	quantity or volume of water	
水質	すいしつ	water quality	
論告	ろんこく	prosecutor's closing argument	
副知事	ふくちじ	vice-governor, deputy governor, lieutenant governor	
財務官	ざいむかん	finance official	
在りし日	ありしひ	past days, bygone days, days of yore, the olden days	
超音波	ちょうおんぱ	ultrasonic waves, ultrasound	
超党派	ちょうとうは	suprapartisan, multiparty, bipartisan, nonpartisan	
超伝導	ちょうでんどう	superconductivity, super-conductivity	
消防庁	しょうぼうちょう	Fire and Disaster Management Agency	
消費財	しょうひざい	consumer goods	
小手先	こてさき	tip of the hand, (use of) one's hands	
小児病	しょうにびょう	childhood diseases	
小刻み	こきざみ	mincing, chopping finely	
小差	しょうさ	slight difference, narrow margin	
踏み絵	ふみえ	fumi-e, fumie, tablet bearing Christian images, on which Edo-period authorities forced suspected Christians to trample	
有事	ゆうじ	emergency	
有りがち	ありがち	common, frequent	
国民的	こくみんてき	national (e.g. hero, pastime, consensus), relevant to all citizens, popular on a national level	
過失致死	かしつちし	involuntary manslaughter, accidental homicide, negligent homicide	
飽くまでも	あくまでも	to the end, to the bitter end, to the last, stubbornly, persistently, consistently, to the utmost	
浮動票	ふどうひょう	swing vote	
相まって	あいまって	coupled with, together	
相続税	そうぞくぜい	inheritance tax, death duty	
相関関係	そうかんかんけい	correlation, interrelation, intertwining	
相談役	そうだんやく	counselor, counsellor, adviser, advisor	
相談所	そうだんじょ	consultation office, information center, bureau, agency	
想像力	そうぞうりょく	(power of) imagination	
青山	せいざん	lush mountain, green mountain	
青木	あおき	Japanese laurel (Aucuba japonica), spotted laurel	
青年団	せいねんだん	young persons' association	
青写真	あおじゃしん	blueprint, cyanotype	
青梅	あおうめ	unripe plum	
青雲	せいうん	blue sky	
情報化社会	じょうほうかしゃかい	information society	
情報産業	じょうほうさんぎょう	information industry	
情報部	じょうほうぶ	information bureau, intelligence department	
静養	せいよう	(convalescent) rest	
浄土真宗	じょうどしんしゅう	Jōdo Shinshū (offshoot of the Jōdo sect), True Pure Land School	
精神的	せいしんてき	mental, spiritual, emotional	
精神障害	せいしんしょうがい	mental disorder, mental disability, mental illness	
精彩	せいさい	brilliance, luster, lustre, colorfulness, colourfulness	
請求権	せいきゅうけん	claim rights	
請負	うけおい	contract (for work), contracting, undertaking	
請託	せいたく	solicitation	
壁面	へきめん	surface of a wall	
避難民	ひなんみん	evacuees, displaced persons, refugees	
平幕	ひらまく	rank-and-file wrestlers in the highest division	
平壌	ピョンヤン	Pyongyang (North Korea)	
評伝	ひょうでん	critical biography	
民間放送	みんかんほうそう	commercial broadcasting	
買い入れ	かいいれ	buying, purchasing, laying in	
買い上げ	かいあげ	buying, purchasing, procurement	
買い付け	かいつけ	buying (in large quantities), (wholesale) purchase, buying in	
買い控え	かいびかえ	restrained buying	
買い得	かいどく	bargain, good buy	
売上金	うりあげきん	proceeds (from a sale), takings	
鳴門	なると	strait with a roaring tidal ebb and flow, whirlpool, maelstrom	
滞在中	たいざいちゅう	during a stay	
世界中	せかいじゅう	around the world, throughout the world	
産別	さんべつ	industrial union	
山形	やまがた	Yamagata (city, prefecture)	
山村	さんそん	mountain village	
冷夏	れいか	cool summer, cold summer, cooler-than-normal summer	
隣室	りんしつ	next or adjoining room	
利上げ	りあげ	increase in interest rates	
利下げ	りさげ	decrease in interest rates	
利便	りべん	convenience	
利害関係	りがいかんけい	interests, stake	
底入れ	そこいれ	bottoming out (of prices)	
第一義	だいいちぎ	primary significance, primary importance, first principle	
第一線	だいいっせん	the front (of a battlefield), forefront	
第二次世界大戦	だいにじせかいたいせん	Second World War (1939-1945), World War II, WWII, WW2	
第三国	だいさんごく	a third country	
意識的	いしきてき	conscious, deliberate, intentional	
臆病者	おくびょうもの	coward, wimp	
教育的	きょういくてき	educational, instructive	
女学校	じょがっこう	girls' school	
桑原	くわばら	mulberry field	
地中	ちちゅう	in the ground, in the earth, underground, subterranean	
地中海	ちちゅうかい	Mediterranean Sea	
地方分権	ちほうぶんけん	decentralization of power, decentralisation of power	
地方公務員	ちほうこうむいん	local government employee, local civil servant	
地方行政	ちほうぎょうせい	local administration	
地方自治	ちほうじち	local (governmental) autonomy	
地方自治体	ちほうじちたい	local authority, local government, locality, local self-governing body, municipality	
地方税	ちほうぜい	local tax, council tax	
地方議会	ちほうぎかい	local assembly	
地合い	じあい	texture (cloth, fabric, paper)	
地域社会	ちいきしゃかい	regional community	
成人病	せいじんびょう	disease common in middle-aged and elderly people, lifestyle disease	
成約	せいやく	conclusion of a contract	
成案	せいあん	definite plan	
城内	じょうない	inside of a castle	
電源開発	でんげんかいはつ	development of electrical power resources	
引揚者	ひきあげしゃ	returnee (esp. Japanese person repatriated to Japan proper from its former colonies after WWII), repatriate	
先送り	さきおくり	putting off (doing), postponement, delaying	
西日本	にしにほん	western Japan (usu. Chūbu region and westward)	
西班牙	スペイン	Spain	
４０００	よんせん	four thousand, 4,000	
四百	よんひゃく	400, four hundred	
継続的	けいぞくてき	continuous	
持ち帰り	もちかえり	takeout (food), take-out, takeaway, carry-out, to-go	
持続的	じぞくてき	continuous, sustained, sustainable, durable, persistent	
市議会	しぎかい	city council	
得失	とくしつ	advantages and disadvantages, plus and minuses	
得々	とくとく	triumphantly, proudly	
虫除け	むしよけ	insecticide, insect repellent	
あれ程	あれほど	to that extent	
被疑者	ひぎしゃ	suspect	
増水	ぞうすい	rising water (of river, lake, etc.), swelling water, increased water, high water	
増発	ぞうはつ	increasing the number (of trains, planes, etc.) in operation	
増額	ぞうがく	increase (in an amount of money)	
字詰め	じづめ	number of characters per line, page, etc.	
海上保安庁	かいじょうほあんちょう	Japan Coast Guard, JCG	
海外旅行	かいがいりょこう	trip abroad, overseas travel	
場外	じょうがい	outside the hall (or stadium, market, etc.), off the grounds, off the premises, off-track	
上乗せ	うわのせ	adding (an extra amount), increasing, tacking on (a charge)	
上期	かみき	first half of the (fiscal) year	
商学	しょうがく	commercial science	
商戦	しょうせん	sales battle, business competition	
露西亜	ロシア	Russia	
打力	だりょく	batting power	
打ち合い	うちあい	exchange of blows, long rally	
打点	だてん	runs batted in, RBI	
打球	だきゅう	hitting (a ball with a bat, racket, golf club, etc.), batting, batted ball, struck ball	
打順	だじゅん	batting order, batting line-up	
町役場	まちやくば	town hall	
町議会	ちょうぎかい	town council	
定率	ていりつ	fixed rate	
定期的	ていきてき	periodic, regular, routine	
定期預金	ていきよきん	term deposit, (fixed) time deposit	
積み重ね	つみかさね	pile, accumulation	
積ん読	つんどく	buying books and not reading them, stockpiling books, tsundoku	
退団	たいだん	leaving (a group, team, etc.)	
鉄工	てっこう	ironworking, ironworker	
金槌	かなづち	hammer	
近代詩	きんだいし	modern poetry, modern-style poetry	
連名	れんめい	joint signature	
連投	れんとう	pitching in consecutive games	
連関	れんかん	connection, relation, linkage	
絵とき	えとき	explanation of a picture	
球威	きゅうい	(pitcher's) stuff	
球界	きゅうかい	the baseball world	
当たり役	あたりやく	successful role	
当落	とうらく	result (of an election), success or defeat (in an election)	
当確	とうかく	projected to win, sure to be elected, home free	
賞牌	しょうはい	medal	
製油所	せいゆじょ	oil refinery	
製鉄所	せいてつじょ	ironworks, steelworks	
大山	たいざん	great mountain, large mountain	
大同	だいどう	general resemblance, being largely the same	
大当たり	おおあたり	great success, big hit, smash hit, winner	
大回転	だいかいてん	giant slalom	
大成	たいせい	completion, accomplishment, attainment of greatness or success	
大自然	だいしぜん	nature, Mother Nature	
大役	たいやく	important task, important role, great duty, important mission	
大師	だいし	great teacher (i.e. a buddha, bodhisattva or high monk, esp. Kobo Daishi)	
大破	たいは	serious damage, heavy damage, being wrecked	
大時代	おおじだい	old-fashioned, antiquated, anachronistic	
大野	おおの	large field	
大動脈	だいどうみゃく	aorta	
大船	おおぶね	large boat	
大敗	たいはい	crushing defeat	
大道	だいどう	main street, avenue	
大義	たいぎ	great cause, moral law, justice	
大腸菌	だいちょうきん	Escherichia coli (E. coli)	
大詰め	おおづめ	final scene, the end, finale	
大震災	だいしんさい	great earthquake (disaster), highly destructive earthquake	
太平洋戦争	たいへいようせんそう	Pacific War (1941-1945)	
太り肉	ふとりじし	corpulent, fat, chubby	
太陽電池	たいようでんち	solar cell	
多発	たはつ	repeated occurrence, frequently occurring	
直接選挙	ちょくせつせんきょ	direct election	
置き去り	おきざり	leaving behind, desertion, abandonment	
特別区	とくべつく	special ward, administrative subdivision of a prefecture that has a directly elected mayor and assembly	
特捜	とくそう	special investigation	
特許庁	とっきょちょう	Patent Office, Patent Agency	
特選	とくせん	special selection, special approval	
押し入り	おしいり	breaking into, burglar	
気味	ぎみ	-like, -looking, -looked, tending to ...	
入れ替え	いれかえ	replacement, substitution, change	
内閣法制局	ないかくほうせいきょく	Cabinet Legislation Bureau	
納金	のうきん	payment	
南北問題	なんぼくもんだい	North-South problem	
寝泊まり	ねとまり	staying the night, lodging (at)	
心理的	しんりてき	psychological, mental	
心意気	こころいき	spirit, determination, pluck, mettle	
心臓病	しんぞうびょう	heart disease, heart trouble, cardiopathy	
養父母	ようふぼ	adoptive parents	
養老	ようろう	making provision for the elderly, making provision for one's old age	
様変わり	さまがわり	changing completely, transformation	
象徴的	しょうちょうてき	symbolic, symbolical	
記録的	きろくてき	record, record-setting, record-breaking	
起き上がりこぼし	おきあがりこぼし	tumbler, self-righting doll	
里親	さとおや	foster parent, foster parents	
鳥獣	ちょうじゅう	birds and wild animals, wildlife	
薬害	やくがい	harmful side effects of a medicine or drug	
爆音	ばくおん	(sound of an) explosion or detonation, roar (of a machine)	
長雨	ながあめ	long spell of rain	
長屋	ながや	tenement house, row house	
常任委員会	じょうにんいいんかい	standing committee	
常勤	じょうきん	full-time employment	
常識的	じょうしきてき	ordinary, sensible, commonplace	
初年	しょねん	first year, early years (of a reign or era)	
奨学	しょうがく	encouragement to study	
競技場	きょうぎじょう	stadium, (sports) ground, (playing) field, arena	
知識人	ちしきじん	intellectual	
聴聞	ちょうもん	listening, hearing	
聖地	せいち	sacred place, holy ground, the Holy Land	
支配的	しはいてき	dominant, ruling	
戦中	せんちゅう	during the war	
戦友	せんゆう	comrade in arms, war buddy, fellow soldier	
戦法	せんぽう	tactics, strategy	
戦費	せんぴ	war expenditures	
壇上	だんじょう	on a stage, on a platform, on an altar	
点差	てんさ	point spread, point difference	
点訳	てんやく	translating into Braille	
添乗	てんじょう	accompanying (on a trip), escorting (a tour group)	
法文	ほうぶん	text of the law	
法治国	ほうちこく	constitutional state	
法相	ほうしょう	Minister of Justice	
目の前	めのまえ	before one's eyes, in front of one, under one's nose	
高等教育	こうとうきょういく	higher education, tertiary education	
高瀬	たかせ	shallow river, shallows	
漫画家	まんがか	cartoonist, comic book artist, manga artist, manga author, mangaka	
千島列島	ちしまれっとう	Kurile Islands	
信用金庫	しんようきんこ	credit union	
進攻	しんこう	attack, drive, advance, invasion	
三年	さんねん	three years	
三冠馬	さんかんば	winner of Japan's three main horse races	
臨海	りんかい	coastal, seaside, oceanfront, maritime	
耐久性	たいきゅうせい	durability	
耐性	たいせい	resistance (to heat, corrosion, etc.), tolerance (to a drug, pain, etc.)	
草刈り	くさかり	mowing, mower	
造反	ぞうはん	rebellion	
繰り出し梯子	くりだしはしご	extension ladder, aerial ladder	
葬祭	そうさい	funerals and ceremonial occasions	
離着陸	りちゃくりく	takeoff and landing	
離職	りしょく	employment separation, leaving one's job, losing one's job	
乱売	らんばい	selling at a fire-sale price, clearance sale, dumping	
乱調	らんちょう	confusion	
本山	ほんざん	head temple	
本予算	ほんよさん	main budget	
本件	ほんけん	this matter, this case	
本因坊	ほんいんぼう	Hon'inbō, Honinbo, grandmaster	
本質的	ほんしつてき	essential, substantial, substantive, intrinsic	
問題意識	もんだいいしき	awareness of the issues, (having a) critical mind, concerns	
聞き書き	ききがき	writing down what one hears, account of what one hears	
竜王	りゅうおう	Dragon King	
陸海	りくかい	land and sea	
６０	ろくじゅう	sixty, 60	
全会	ぜんかい	whole assembly	
全学	ぜんがく	whole college	
選手村	せんしゅむら	Olympic village, athlete's village	
選挙人	せんきょにん	voter, constituent, elector	
選挙運動	せんきょうんどう	election campaign, political campaign, campaigning, electioneering, canvassing	
福助	ふくすけ	large-headed dwarf statue, bringer of good luck	
福利厚生	ふくりこうせい	employee welfare, employee benefits, fringe benefits	
遊歩	ゆうほ	walk, promenade	
農地改革	のうちかいかく	agrarian reform	
農作物	のうさくぶつ	crops, agricultural produce	
農法	のうほう	farming methods	
農相	のうしょう	Minister of Agriculture	
農業協同組合	のうぎょうきょうどうくみあい	agricultural cooperative	
肉体的	にくたいてき	bodily, physical, corporeal	
復員	ふくいん	demobilization, demobilisation, repatriation	
復党	ふくとう	rejoining a political party	
報奨金	ほうしょうきん	cash bonus, reward, bounty	
赤松	あかまつ	Japanese red pine (Pinus densiflora), Japanese umbrella pine, tanyosho pine	
生命力	せいめいりょく	vitality, (one's) life force	
生き残り	いきのこり	survival	
生き埋め	いきうめ	burying alive	
警報器	けいほうき	alarm (fire, burglar, railroad-crossing, etc.), sensor	
振り付け	ふりつけ	choreography, dance composition, dance coaching	
探し物	さがしもの	looking for something, searching for something	
痩身	そうしん	slim figure, slender body	
休館	きゅうかん	closure (of a library, museum, etc.)	
要人	ようじん	important person	
要職	ようしょく	important post, important office, key position	
前倒し	まえだおし	moving forward (e.g. plans), acceleration (e.g. of payment schedule), front-loading	
立ち上がり	たちあがり	start, beginning, build up	
立会い	たちあい	presence (e.g. of an observer), observation, observer, witness	
立地	りっち	choosing a site (e.g. for industry), deciding on a location	
立体的	りったいてき	three-dimensional	
立ち往生	たちおうじょう	being brought to a standstill, being stranded, getting stuck, stalling, deadlock	
立国	りっこく	founding of a nation	
立ち退き	たちのき	eviction	
立ち消え	たちぎえ	going out (before burning completely), dying out	
林野	りんや	forests and fields	
林野庁	りんやちょう	Forestry Agency	
食べ歩き	たべあるき	trying the food at various restaurants, eating tour	
食糧庁	しょくりょうちょう	food agency	
留置場	りゅうちじょう	police cell, place of detention, jail	
老女	ろうじょ	elderly woman	
白内障	はくないしょう	cataract	
白地	しろじ	white background	
白星	しろぼし	white circle, white star	
白馬	はくば	white horse	
白熊	しろくま	polar bear (Ursus maritimus)	
軟禁	なんきん	house arrest	
染色体	せんしょくたい	chromosome	
風物詩	ふうぶつし	feature of the season, something characteristic of a particular season	
早乙女	さおとめ	young female rice planter, young girl	
牛丼	ぎゅうどん	gyudon, rice covered with sliced beef, usu. with fried onion	
琢磨	たくま	polish (jewels), cultivation	
枠外	わくがい	(beyond the) limits, scope, boundary	
見入る	みいる	to gaze (at), to stare intently (at), to look fixedly (at), to fix one's eyes (on)	
追い上げる	おいあげる	to gain on, to put pressure on, to close in on	
相手取る	あいてどる	to challenge (esp. in a lawsuit), to take on an opponent (in negotiations, contest, etc.)	
怒鳴り込む	どなりこむ	to storm in with a yell	
洗い上げる	あらいあげる	to finish washing, to wash well, to investigate thoroughly	
逃げ切る	にげきる	to make good one's escape, to get away, to outrun	
思いやる	おもいやる	to sympathize with, to sympathise with, to feel for, to be considerate of, to show consideration for, to bear in mind	
収まり	おさまり	conclusion, end, settlement	
衰え	おとろえ	weakening, emaciation, decline	
訪れ	おとずれ	visit, call	
先住	せんじゅう	original inhabitant, aboriginal	
締め	しめ	tying up, binding, fastening, tightening	
示し	しめし	lesson, discipline, example (e.g. set a bad example)	
